amount,asset_description,asset_type,comment,disclosure_date,owner,ptr_link,senator,ticker,transaction_date,type
"$1,001 - $15,000",Vaneck Agribusiness ETF,Other Securities,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,MOO,01/26/2022,Purchase
"$1,001 - $15,000",Goldman Sachs Emerging Markets Equity Fund Insti,Other Securities,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,GEMIX,01/26/2022,Sale (Full)
"$1,001 - $15,000",SPDR S&amp;P Aerospace &amp; Defense ETF,Other Securities,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,XAR,01/26/2022,Sale (Full)
"$1,001 - $15,000",SPDR Gold Trust,Other Securities,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,GLD,01/26/2022,Sale (Partial)
"$1,001 - $15,000",Vanguard S&amp;P Mid-Cap 400 ETF,Other Securities,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,IVOO,01/26/2022,Sale (Partial)
"$1,001 - $15,000",First Trust Nasdaq Cybersecurity ETF,Other Securities,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,CIBR,01/26/2022,Sale (Partial)
"$1,001 - $15,000",KraneShares Bosera MSCI China A ETF,Other Securities,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,KBA,01/26/2022,Sale (Full)
"$1,001 - $15,000",First Trust Dow Jones Internet ETF,Other Securities,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,FDN,01/26/2022,Sale (Partial)
"$1,001 - $15,000",Goldman Sachs Access Treasury 0-1 Year ETF,Other Securities,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,GBIL,01/26/2022,Sale (Partial)
"$1,001 - $15,000","Citigroup, Inc. Common Stock",Stock,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,C,01/18/2022,Sale (Full)
"$1,001 - $15,000",iShares Russell 2000 Value ETF,Other Securities,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,IWN,01/18/2022,Sale (Partial)
"$1,001 - $15,000",TotalEnergies SE,Stock,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,TTE,01/18/2022,Sale (Partial)
"$1,001 - $15,000",QUALCOMM Incorporated - Common Stock,Stock,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,QCOM,01/18/2022,Sale (Partial)
"$1,001 - $15,000",Ares Capital Corporation - Closed End Fund,Stock,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,ARCC,01/18/2022,Sale (Partial)
"$1,001 - $15,000",Lockheed Martin Corporation Common Stock,Stock,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,LMT,01/18/2022,Sale (Full)
"$1,001 - $15,000",iShares China Large-Cap ETF,Other Securities,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,FXI,01/18/2022,Sale (Full)
"$1,001 - $15,000",CVS Health Corporation Common Stock,Stock,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,CVS,01/18/2022,Sale (Partial)
"$1,001 - $15,000",NVIDIA Corporation - Common Stock,Stock,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,NVDA,01/18/2022,Sale (Partial)
"$1,001 - $15,000","MetLife, Inc. Common Stock",Stock,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,MET,01/18/2022,Sale (Partial)
"$1,001 - $15,000",Axis Capital Holdings Limited Common Stock,Stock,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,AXS,01/18/2022,Sale (Partial)
"$1,001 - $15,000",Gladstone Capital Corporation - Common Stock,Stock,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,GLAD,01/18/2022,Sale (Partial)
"$1,001 - $15,000",Hannon Armstrong Sustainable Infrastructure Capita,Stock,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,HASI,01/18/2022,Sale (Partial)
"$1,001 - $15,000","Eaton Corporation, PLC Ordinary Shares",Stock,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,ETN,01/18/2022,Sale (Partial)
"$1,001 - $15,000",SPDR S&amp;P Aerospace &amp; Defense ETF,Other Securities,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,XAR,01/18/2022,Sale (Full)
"$1,001 - $15,000",AbbVie Inc. Common Stock,Stock,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,ABBV,01/18/2022,Sale (Partial)
"$1,001 - $15,000",Raytheon Technologies Corporation Common Stock,Stock,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,RTX,01/18/2022,Sale (Partial)
"$15,001 - $50,000",Goldman Sachs Access Treasury 0-1 Year ETF,Other Securities,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,GBIL,01/18/2022,Sale (Full)
"$1,001 - $15,000",Iron Mountain Incorporated (Delaware)Common Stock,Stock,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,IRM,01/18/2022,Sale (Partial)
"$1,001 - $15,000","Apollo Global Management, Inc. Class A Common Stoc",Stock,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,APO,01/18/2022,Sale (Partial)
"$1,001 - $15,000","L3Harris Technologies, Inc. Common Stock",Stock,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,LHX,01/18/2022,Sale (Partial)
"$15,001 - $50,000",Fidelity Advisor Emerging Markets Fund,Other Securities,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,FIMKX,01/18/2022,Sale (Partial)
"$1,001 - $15,000",Apple Inc. - Common Stock,Stock,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,AAPL,01/18/2022,Sale (Partial)
"$1,001 - $15,000","Cisco Systems, Inc. - Common Stock",Stock,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,CSCO,01/18/2022,Sale (Partial)
"$1,001 - $15,000",Corning Incorporated Common Stock,Stock,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,GLW,01/18/2022,Sale (Partial)
"$1,001 - $15,000",Intel Corporation - Common Stock,Stock,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,INTC,01/18/2022,Sale (Partial)
"$1,001 - $15,000",Visa Inc.,Stock,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,V,01/18/2022,Purchase
"$1,001 - $15,000",Vanguard Financials ETF,Other Securities,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,VFH,01/18/2022,Purchase
"$1,001 - $15,000",Western Asset Inflation-Linked Opportunities &amp; Inc,Stock,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,WIW,01/18/2022,Purchase
"$1,001 - $15,000",Verizon Communications Inc. Common Stock,Stock,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,VZ,01/18/2022,Purchase
"$1,001 - $15,000","Digital Realty Trust, Inc. Common Stock",Stock,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,DLR,01/18/2022,Purchase
"$1,001 - $15,000",Rio Tinto Plc Common Stock,Stock,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,RIO,01/18/2022,Purchase
"$1,001 - $15,000",SPDR S&amp;P Bank ETF,Other Securities,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,KBE,01/18/2022,Purchase
"$1,001 - $15,000",American Tower Corporation (REIT) Common Stock,Stock,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,AMT,01/18/2022,Purchase
"$1,001 - $15,000",Pacer Benchmark &amp; Infrastructure Real Estate ETF,Other Securities,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,SRVR,01/18/2022,Purchase
"$1,001 - $15,000",Sprott Physical Gold &amp; Silver Trust,Other Securities,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,CEF,01/18/2022,Purchase
"$1,001 - $15,000",Mosaic Company (The) Common Stock,Stock,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,MOS,01/18/2022,Purchase
"$1,001 - $15,000",SPDR Gold Trust,Other Securities,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,GLD,01/18/2022,Purchase
"$1,001 - $15,000",Cohen &amp; Steers Limited Duration Preferred and Inco,Stock,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,LDP,01/18/2022,Purchase
"$1,001 - $15,000",iShares U.S. Aerospace &amp; Defense ETF,Other Securities,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,ITA,01/18/2022,Purchase
"$1,001 - $15,000",Algonquin Power and Utilities Corp,Stock,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,AQN,01/18/2022,Purchase
"$15,001 - $50,000",ProShares Investment Grade-Interest Rate Hedged,Other Securities,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,IGHG,01/18/2022,Purchase
"$1,001 - $15,000",Pacer Trendpilot US Mid Cap ETF,Other Securities,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,PTMC,01/18/2022,Purchase
"$1,001 - $15,000",Pacer Trendpilot 100 ETF,Other Securities,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,PTNQ,01/18/2022,Purchase
"$1,001 - $15,000",Atlantica Sustainable Infrastructure plc - Ordinar,Stock,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,AY,01/18/2022,Purchase
"$1,001 - $15,000",Johnson Controls International plc Ordinary Share,Stock,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,JCI,01/18/2022,Purchase
"$1,001 - $15,000",Global Medical REIT Inc. Common Stock,Stock,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,GMRE,01/18/2022,Purchase
"$1,001 - $15,000",Fidelity Advisor International Capital Appreciat,Other Securities,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,FCPIX,01/18/2022,Purchase
"$1,001 - $15,000",Bristol-Myers Squibb Company Common Stock,Stock,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,BMY,01/18/2022,Purchase
"$1,001 - $15,000",Walt Disney Company (The) Common Stock,Stock,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,DIS,01/18/2022,Purchase
"$1,001 - $15,000",Johnson &amp; Johnson Common Stock,Stock,--,02/03/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a6c73206-244d-439c-8887-e977b545b901/,Thomas R Carper,JNJ,01/18/2022,Purchase
"$1,001 - $15,000",Novartis AG Common Stock,Stock,--,01/21/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/bfd4faf3-88b4-445a-8559-11ee5269ba7b/,Shelley M Capito,NVS,12/15/2021,Sale (Full)
"$1,001 - $15,000",Verizon Communications Inc. Common Stock,Stock,--,01/21/2022,Self,https://efdsearch.senate.gov/search/view/ptr/bfd4faf3-88b4-445a-8559-11ee5269ba7b/,Shelley M Capito,VZ,12/28/2021,Sale (Partial)
"$1,001 - $15,000",U.S. Bancorp Common Stock,Stock,--,01/21/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/,"Jerry Moran,",USB,12/21/2021,Sale (Partial)
"$1,001 - $15,000",Microsoft Corporation - Common Stock,Stock,--,01/21/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/,"Jerry Moran,",MSFT,12/21/2021,Sale (Partial)
"$1,001 - $15,000","Gilead Sciences, Inc. - Common Stock",Stock,--,01/21/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/,"Jerry Moran,",GILD,12/21/2021,Sale (Full)
"$1,001 - $15,000",Exxon Mobil Corporation Common Stock,Stock,--,01/21/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/,"Jerry Moran,",XOM,12/21/2021,Sale (Partial)
"$1,001 - $15,000",CVS Health Corporation Common Stock,Stock,--,01/21/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/,"Jerry Moran,",CVS,12/21/2021,Sale (Partial)
"$1,001 - $15,000",Berkshire Hathaway Inc. New Common Stock,Stock,--,01/21/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/,"Jerry Moran,",BRK.B,12/21/2021,Sale (Partial)
"$1,001 - $15,000",Bank of America Corporation Common Stock,Stock,--,01/21/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/,"Jerry Moran,",BAC,12/21/2021,Sale (Partial)
"$1,001 - $15,000",Apple Inc. - Common Stock,Stock,--,01/21/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/,"Jerry Moran,",AAPL,12/21/2021,Sale (Partial)
"$1,001 - $15,000",Polaris Inc. Common Stock,Stock,--,01/21/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/,"Jerry Moran,",PII,12/21/2021,Purchase
"$1,001 - $15,000","Pfizer, Inc. Common Stock",Stock,--,01/21/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/,"Jerry Moran,",PFE,12/21/2021,Purchase
"$1,001 - $15,000",Kimberly-Clark Corporation Common Stock,Stock,--,01/21/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/,"Jerry Moran,",KMB,12/21/2021,Purchase
"$1,001 - $15,000",Comcast Corporation - Class A Common Stock,Stock,--,01/21/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/,"Jerry Moran,",CMCSA,12/21/2021,Purchase
"$1,001 - $15,000","Cisco Systems, Inc. - Common Stock",Stock,--,01/21/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/,"Jerry Moran,",CSCO,12/21/2021,Purchase
"$1,001 - $15,000",Cigna Corporation Common Stock,Stock,--,01/21/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/,"Jerry Moran,",CI,12/21/2021,Purchase
"$1,001 - $15,000",The Bank of New York Mellon Corporation Common Sto,Stock,--,01/21/2022,Spouse,https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/,"Jerry Moran,",BK,12/21/2021,Purchase
"$1,001 - $15,000",U.S. Bancorp Common Stock,Stock,--,01/21/2022,Self,https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/,"Jerry Moran,",USB,12/21/2021,Sale (Partial)
"$1,001 - $15,000",Microsoft Corporation - Common Stock,Stock,--,01/21/2022,Self,https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/,"Jerry Moran,",MSFT,12/21/2021,Sale (Partial)
"$1,001 - $15,000",Kroger Company (The) Common Stock,Stock,--,01/21/2022,Self,https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/,"Jerry Moran,",KR,12/21/2021,Sale (Partial)
"$1,001 - $15,000","Gilead Sciences, Inc. - Common Stock",Stock,--,01/21/2022,Self,https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/,"Jerry Moran,",GILD,12/21/2021,Sale (Full)
"$1,001 - $15,000","Facebook, Inc. - Class A Common Stock",Stock,--,01/21/2022,Self,https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/,"Jerry Moran,",FB,12/21/2021,Sale (Partial)
"$1,001 - $15,000",Exxon Mobil Corporation Common Stock,Stock,--,01/21/2022,Self,https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/,"Jerry Moran,",XOM,12/21/2021,Sale (Partial)
"$1,001 - $15,000",DaVita Inc. Common Stock,Stock,--,01/21/2022,Self,https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/,"Jerry Moran,",DVA,12/21/2021,Sale (Partial)
"$1,001 - $15,000",CVS Health Corporation Common Stock,Stock,--,01/21/2022,Self,https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/,"Jerry Moran,",CVS,12/21/2021,Sale (Partial)
"$1,001 - $15,000",Berkshire Hathaway Inc. New Common Stock,Stock,--,01/21/2022,Self,https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/,"Jerry Moran,",BRK.B,12/21/2021,Sale (Partial)
"$1,001 - $15,000",Bank of America Corporation Common Stock,Stock,--,01/21/2022,Self,https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/,"Jerry Moran,",BAC,12/21/2021,Sale (Partial)
"$1,001 - $15,000",Apple Inc. - Common Stock,Stock,--,01/21/2022,Self,https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/,"Jerry Moran,",AAPL,12/21/2021,Sale (Partial)
"$1,001 - $15,000",Alphabet Inc. - Class C Capital Stock,Stock,--,01/21/2022,Self,https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/,"Jerry Moran,",GOOG,12/21/2021,Sale (Partial)
"$1,001 - $15,000",Verizon Communications Inc. Common Stock,Stock,--,01/21/2022,Self,https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/,"Jerry Moran,",VZ,12/21/2021,Purchase
"$1,001 - $15,000",Polaris Inc. Common Stock,Stock,--,01/21/2022,Self,https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/,"Jerry Moran,",PII,12/21/2021,Purchase
"$1,001 - $15,000","Pfizer, Inc. Common Stock",Stock,--,01/21/2022,Self,https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/,"Jerry Moran,",PFE,12/21/2021,Purchase
"$1,001 - $15,000",Kimberly-Clark Corporation Common Stock,Stock,--,01/21/2022,Self,https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/,"Jerry Moran,",KMB,12/21/2021,Purchase
"$1,001 - $15,000",Comcast Corporation - Class A Common Stock,Stock,--,01/21/2022,Self,https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/,"Jerry Moran,",CMCSA,12/21/2021,Purchase
"$1,001 - $15,000","Cisco Systems, Inc. - Common Stock",Stock,--,01/21/2022,Self,https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/,"Jerry Moran,",CSCO,12/21/2021,Purchase
"$1,001 - $15,000",Cigna Corporation Common Stock,Stock,--,01/21/2022,Self,https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/,"Jerry Moran,",CI,12/21/2021,Purchase
"$1,001 - $15,000",The Bank of New York Mellon Corporation Common Sto,Stock,--,01/21/2022,Self,https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/,"Jerry Moran,",BK,12/21/2021,Purchase
"$15,001 - $50,000","Steadfast Income REIT (Exchanged) <br> Independence Realty Trust, Inc. Common Stock (Received)",Stock,--,01/14/2022,Self,https://efdsearch.senate.gov/search/view/ptr/ef1c990c-0eda-434f-ab4d-987550fa9738/,John R Thune,IRT,12/16/2021,Exchange
"$50,001 - $100,000",Apple Inc. - Common Stock,Stock,--,01/12/2022,Joint,https://efdsearch.senate.gov/search/view/ptr/0985f3bb-3c7d-4c95-984e-5acfa9541f94/,Thomas H Tuberville,AAPL,12/22/2021,Sale (Partial)
